Frequency	dB	Unweighted
2875.4	102.3	
2917.4	102.3	
2959.9	102.3	
3003.1	102.3	
3046.8	102.2	
3091.3	102.1	
3136.3	102.0	
3182.1	101.9	
3228.4	101.7	
3275.5	101.6	
3323.3	101.4	
3371.7	101.2	
3420.9	101.0	
3470.8	100.8	
3521.4	100.7	
3572.7	100.5	
3624.8	100.3	
3677.6	100.2	
3731.2	100.0	
3785.6	99.9	
3840.8	99.7	
3896.8	99.6	
3953.6	99.5	
4011.3	99.4	
4069.8	99.3	
4129.1	99.2	
4189.3	99.1	
4250.4	99.0	
4312.3	98.9	
4375.2	98.8	
4439.0	98.7	
4503.7	98.6	
4569.4	98.6	
4636.0	98.4	
4703.6	98.3	
4772.2	98.2	
4841.7	98.1	
4912.3	98.0	
4984.0	97.9	
5056.6	97.8	
5130.3	97.7	
5205.1	97.6	
5281.0	97.5	
5358.0	97.4	
5436.1	97.3	
5515.4	97.2	
5595.8	97.0	
5677.4	96.8	
5760.1	96.6	
5844.1	96.4	
5929.3	96.2	
6015.8	96.0	
6103.5	95.8	
6192.5	95.7	
6282.7	95.5	
6374.3	95.4	
6467.3	95.4	
6561.6	95.4	
6657.2	95.4	
6754.3	95.6	
6852.8	95.8	
6952.7	96.1	
7054.0	96.5	
7156.9	97.0	
7261.2	97.7	
7367.1	98.3	
7474.5	99.1	
7583.5	99.7	
7694.0	100.1	
7806.2	100.1	
7920.0	99.4	
8035.5	98.3	
8152.6	97.0	
8271.5	95.7	
8392.1	94.6	
8514.4	93.5	
8638.6	92.6	
8764.5	91.8	
8892.3	91.2	
9021.9	90.6	
9153.5	90.2	
9286.9	89.9	
9422.3	89.8	
9559.7	89.9	
9699.1	90.2	
9840.5	90.5	
9983.9	90.9	
10129.5	91.3	
10277.2	91.5	
10427.0	91.7	
10579.0	91.7	
10733.3	91.7	
10889.7	91.5	
11048.5	91.3	
11209.6	91.1	
11373.0	90.8	
11538.8	90.6	
11707.1	90.2	
11877.7	89.7	
12050.9	89.1	
12226.6	88.5	
12404.9	87.9	
12585.7	87.4	
12769.2	86.9	
12955.4	86.7	
13144.3	86.5	
13335.9	86.8	
13530.3	87.2	
13727.6	87.9	
13927.7	89.0	
14130.8	90.4	
14336.8	92.1	
14545.8	94.1	
14757.9	96.2	
14973.0	98.1	
15191.3	99.1	
15412.8	99.1	
15637.5	98.4	
15865.5	97.3	
16096.8	96.1	
16331.5	94.9	
16569.6	93.9	
16811.2	92.7	
17056.3	91.1	
17304.9	89.5	
17557.2	88.3	
17813.2	87.4	
18072.9	87.0	
18336.4	86.6	
18603.7	85.2	
18875.0	84.2	
19150.1	83.8	
19429.3	82.9	
19712.6	81.4	
20000.0	79.5	
