Frequency	dB	Unweighted
2875.4	101.1	
2917.4	101.1	
2959.9	101.1	
3003.1	101.1	
3046.8	101.1	
3091.3	101.0	
3136.3	100.9	
3182.1	100.8	
3228.4	100.7	
3275.5	100.6	
3323.3	100.5	
3371.7	100.4	
3420.9	100.3	
3470.8	100.2	
3521.4	100.0	
3572.7	99.8	
3624.8	99.7	
3677.6	99.5	
3731.2	99.3	
3785.6	99.2	
3840.8	99.0	
3896.8	98.9	
3953.6	98.8	
4011.3	98.6	
4069.8	98.5	
4129.1	98.4	
4189.3	98.3	
4250.4	98.1	
4312.3	98.0	
4375.2	97.9	
4439.0	97.7	
4503.7	97.6	
4569.4	97.4	
4636.0	97.2	
4703.6	97.0	
4772.2	96.8	
4841.7	96.6	
4912.3	96.5	
4984.0	96.3	
5056.6	96.1	
5130.3	95.9	
5205.1	95.8	
5281.0	95.6	
5358.0	95.4	
5436.1	95.3	
5515.4	95.1	
5595.8	94.9	
5677.4	94.7	
5760.1	94.5	
5844.1	94.2	
5929.3	94.0	
6015.8	93.8	
6103.5	93.6	
6192.5	93.4	
6282.7	93.2	
6374.3	93.0	
6467.3	92.9	
6561.6	92.9	
6657.2	92.9	
6754.3	92.9	
6852.8	93.1	
6952.7	93.3	
7054.0	93.6	
7156.9	93.9	
7261.2	94.4	
7367.1	95.0	
7474.5	95.6	
7583.5	96.3	
7694.0	97.2	
7806.2	98.0	
7920.0	98.5	
8035.5	98.5	
8152.6	98.0	
8271.5	96.9	
8392.1	95.7	
8514.4	94.5	
8638.6	93.6	
8764.5	92.8	
8892.3	92.0	
9021.9	91.2	
9153.5	90.5	
9286.9	90.0	
9422.3	89.6	
9559.7	89.4	
9699.1	89.3	
9840.5	89.5	
9983.9	89.8	
10129.5	90.3	
10277.2	91.0	
10427.0	91.6	
10579.0	92.2	
10733.3	92.5	
10889.7	92.6	
11048.5	92.5	
11209.6	92.2	
11373.0	91.8	
11538.8	91.4	
11707.1	90.9	
11877.7	90.2	
12050.9	89.4	
12226.6	88.5	
12404.9	87.9	
12585.7	87.4	
12769.2	87.0	
12955.4	86.7	
13144.3	86.7	
13335.9	86.8	
13530.3	87.3	
13727.6	88.0	
13927.7	89.1	
14130.8	90.3	
14336.8	91.9	
14545.8	93.5	
14757.9	95.2	
14973.0	96.5	
15191.3	97.1	
15412.8	97.1	
15637.5	96.4	
15865.5	95.3	
16096.8	93.9	
16331.5	92.6	
16569.6	92.0	
16811.2	92.5	
17056.3	93.2	
17304.9	93.1	
17557.2	92.1	
17813.2	91.0	
18072.9	90.2	
18336.4	89.6	
18603.7	88.5	
18875.0	87.7	
19150.1	87.1	
19429.3	85.7	
19712.6	83.6	
20000.0	80.9	
