Frequency	dB	Unweighted
2875.4	102.8	
2917.4	102.9	
2959.9	103.0	
3003.1	103.0	
3046.8	103.1	
3091.3	103.1	
3136.3	103.1	
3182.1	103.1	
3228.4	103.1	
3275.5	103.1	
3323.3	103.0	
3371.7	102.9	
3420.9	102.9	
3470.8	102.8	
3521.4	102.7	
3572.7	102.6	
3624.8	102.5	
3677.6	102.4	
3731.2	102.3	
3785.6	102.2	
3840.8	102.1	
3896.8	102.0	
3953.6	101.9	
4011.3	101.8	
4069.8	101.7	
4129.1	101.6	
4189.3	101.5	
4250.4	101.4	
4312.3	101.3	
4375.2	101.2	
4439.0	101.1	
4503.7	101.0	
4569.4	100.8	
4636.0	100.7	
4703.6	100.5	
4772.2	100.4	
4841.7	100.2	
4912.3	100.1	
4984.0	99.9	
5056.6	99.7	
5130.3	99.5	
5205.1	99.3	
5281.0	99.0	
5358.0	98.8	
5436.1	98.5	
5515.4	98.2	
5595.8	98.0	
5677.4	97.7	
5760.1	97.4	
5844.1	97.2	
5929.3	97.0	
6015.8	96.8	
6103.5	96.6	
6192.5	96.4	
6282.7	96.3	
6374.3	96.2	
6467.3	96.1	
6561.6	96.1	
6657.2	96.2	
6754.3	96.3	
6852.8	96.5	
6952.7	96.7	
7054.0	96.9	
7156.9	97.2	
7261.2	97.6	
7367.1	98.0	
7474.5	98.4	
7583.5	98.8	
7694.0	99.3	
7806.2	99.8	
7920.0	100.4	
8035.5	101.0	
8152.6	101.5	
8271.5	101.8	
8392.1	101.8	
8514.4	101.5	
8638.6	100.7	
8764.5	99.6	
8892.3	98.3	
9021.9	97.0	
9153.5	95.8	
9286.9	94.6	
9422.3	93.4	
9559.7	92.4	
9699.1	91.5	
9840.5	90.7	
9983.9	90.1	
10129.5	89.5	
10277.2	89.1	
10427.0	88.7	
10579.0	88.4	
10733.3	88.2	
10889.7	88.1	
11048.5	88.0	
11209.6	88.1	
11373.0	88.3	
11538.8	88.6	
11707.1	89.0	
11877.7	89.5	
12050.9	90.3	
12226.6	91.2	
12404.9	92.3	
12585.7	93.2	
12769.2	91.3	
12955.4	90.2	
13144.3	93.6	
13335.9	95.7	
13530.3	96.3	
13727.6	95.6	
13927.7	94.4	
14130.8	93.1	
14336.8	92.0	
14545.8	91.2	
14757.9	90.6	
14973.0	90.3	
15191.3	90.2	
15412.8	90.5	
15637.5	90.9	
15865.5	91.5	
16096.8	92.2	
16331.5	92.7	
16569.6	92.4	
16811.2	91.4	
17056.3	89.9	
17304.9	88.3	
17557.2	86.7	
17813.2	85.2	
18072.9	83.7	
18336.4	82.2	
18603.7	80.8	
18875.0	79.5	
19150.1	78.5	
19429.3	77.6	
19712.6	76.5	
20000.0	74.9	
