Frequency	dB	Unweighted
2875.4	101.2	
2917.4	101.3	
2959.9	101.3	
3003.1	101.2	
3046.8	101.2	
3091.3	101.1	
3136.3	101.0	
3182.1	100.9	
3228.4	100.7	
3275.5	100.6	
3323.3	100.4	
3371.7	100.2	
3420.9	100.1	
3470.8	99.9	
3521.4	99.7	
3572.7	99.6	
3624.8	99.4	
3677.6	99.3	
3731.2	99.1	
3785.6	99.0	
3840.8	98.8	
3896.8	98.7	
3953.6	98.6	
4011.3	98.5	
4069.8	98.4	
4129.1	98.3	
4189.3	98.2	
4250.4	98.2	
4312.3	98.1	
4375.2	98.0	
4439.0	97.9	
4503.7	97.8	
4569.4	97.8	
4636.0	97.7	
4703.6	97.6	
4772.2	97.5	
4841.7	97.4	
4912.3	97.3	
4984.0	97.2	
5056.6	97.1	
5130.3	97.0	
5205.1	96.9	
5281.0	96.9	
5358.0	96.8	
5436.1	96.7	
5515.4	96.5	
5595.8	96.4	
5677.4	96.3	
5760.1	96.1	
5844.1	96.0	
5929.3	95.8	
6015.8	95.7	
6103.5	95.6	
6192.5	95.6	
6282.7	95.5	
6374.3	95.6	
6467.3	95.6	
6561.6	95.8	
6657.2	95.9	
6754.3	96.2	
6852.8	96.6	
6952.7	97.0	
7054.0	97.5	
7156.9	98.1	
7261.2	98.6	
7367.1	98.9	
7474.5	99.1	
7583.5	98.8	
7694.0	98.1	
7806.2	97.0	
7920.0	95.8	
8035.5	94.5	
8152.6	93.3	
8271.5	92.2	
8392.1	91.3	
8514.4	90.5	
8638.6	89.8	
8764.5	89.2	
8892.3	88.7	
9021.9	88.3	
9153.5	88.0	
9286.9	87.9	
9422.3	87.9	
9559.7	88.1	
9699.1	88.5	
9840.5	88.9	
9983.9	89.4	
10129.5	89.8	
10277.2	90.1	
10427.0	90.3	
10579.0	90.4	
10733.3	90.4	
10889.7	90.4	
11048.5	90.2	
11209.6	90.0	
11373.0	89.8	
11538.8	89.7	
11707.1	89.4	
11877.7	89.0	
12050.9	88.4	
12226.6	87.9	
12404.9	87.4	
12585.7	87.0	
12769.2	86.7	
12955.4	86.5	
13144.3	86.7	
13335.9	87.1	
13530.3	87.8	
13727.6	88.8	
13927.7	90.3	
14130.8	92.0	
14336.8	94.0	
14545.8	96.0	
14757.9	97.5	
14973.0	98.0	
15191.3	97.6	
15412.8	96.9	
15637.5	95.9	
15865.5	94.8	
16096.8	93.6	
16331.5	92.6	
16569.6	91.7	
16811.2	90.7	
17056.3	89.4	
17304.9	88.2	
17557.2	87.3	
17813.2	86.8	
18072.9	86.5	
18336.4	85.8	
18603.7	84.2	
18875.0	83.2	
19150.1	82.5	
19429.3	81.0	
19712.6	79.3	
20000.0	77.6	
