Frequency	dB	Unweighted
2875.4	101.6	
2917.4	101.6	
2959.9	101.6	
3003.1	101.7	
3046.8	101.7	
3091.3	101.7	
3136.3	101.7	
3182.1	101.7	
3228.4	101.6	
3275.5	101.5	
3323.3	101.4	
3371.7	101.2	
3420.9	101.1	
3470.8	100.9	
3521.4	100.7	
3572.7	100.5	
3624.8	100.3	
3677.6	100.1	
3731.2	99.8	
3785.6	99.5	
3840.8	99.3	
3896.8	99.0	
3953.6	98.7	
4011.3	98.4	
4069.8	98.0	
4129.1	97.7	
4189.3	97.4	
4250.4	97.1	
4312.3	96.8	
4375.2	96.5	
4439.0	96.2	
4503.7	96.0	
4569.4	95.9	
4636.0	95.8	
4703.6	95.8	
4772.2	95.8	
4841.7	95.7	
4912.3	95.6	
4984.0	95.4	
5056.6	95.3	
5130.3	95.2	
5205.1	95.1	
5281.0	95.1	
5358.0	95.0	
5436.1	95.0	
5515.4	95.0	
5595.8	95.0	
5677.4	95.0	
5760.1	95.0	
5844.1	95.0	
5929.3	95.0	
6015.8	94.9	
6103.5	94.9	
6192.5	94.9	
6282.7	94.9	
6374.3	94.9	
6467.3	95.0	
6561.6	95.1	
6657.2	95.2	
6754.3	95.4	
6852.8	95.6	
6952.7	95.8	
7054.0	96.0	
7156.9	96.3	
7261.2	96.5	
7367.1	96.8	
7474.5	97.1	
7583.5	97.4	
7694.0	97.7	
7806.2	98.0	
7920.0	98.5	
8035.5	99.0	
8152.6	99.6	
8271.5	100.2	
8392.1	100.6	
8514.4	100.5	
8638.6	99.9	
8764.5	98.9	
8892.3	97.8	
9021.9	96.7	
9153.5	95.7	
9286.9	94.8	
9422.3	94.1	
9559.7	93.4	
9699.1	92.9	
9840.5	92.4	
9983.9	92.0	
10129.5	91.7	
10277.2	91.5	
10427.0	91.4	
10579.0	91.4	
10733.3	91.5	
10889.7	91.7	
11048.5	92.1	
11209.6	92.6	
11373.0	93.3	
11538.8	94.2	
11707.1	95.1	
11877.7	94.7	
12050.9	91.1	
12226.6	91.9	
12404.9	95.8	
12585.7	99.2	
12769.2	100.8	
12955.4	99.3	
13144.3	96.7	
13335.9	94.4	
13530.3	92.4	
13727.6	90.7	
13927.7	89.4	
14130.8	88.1	
14336.8	87.1	
14545.8	86.2	
14757.9	85.4	
14973.0	84.6	
15191.3	84.0	
15412.8	83.4	
15637.5	82.9	
15865.5	82.6	
16096.8	82.4	
16331.5	82.3	
16569.6	82.3	
16811.2	82.5	
17056.3	82.9	
17304.9	83.5	
17557.2	84.2	
17813.2	85.2	
18072.9	86.1	
18336.4	85.7	
18603.7	83.5	
18875.0	80.4	
19150.1	77.1	
19429.3	74.1	
19712.6	71.4	
20000.0	68.7	
