Frequency	dB	Unweighted
2875.4	103.2	
2917.4	103.3	
2959.9	103.4	
3003.1	103.4	
3046.8	103.5	
3091.3	103.5	
3136.3	103.5	
3182.1	103.5	
3228.4	103.4	
3275.5	103.4	
3323.3	103.3	
3371.7	103.3	
3420.9	103.2	
3470.8	103.1	
3521.4	103.0	
3572.7	102.9	
3624.8	102.8	
3677.6	102.7	
3731.2	102.6	
3785.6	102.5	
3840.8	102.4	
3896.8	102.4	
3953.6	102.3	
4011.3	102.2	
4069.8	102.1	
4129.1	102.0	
4189.3	101.9	
4250.4	101.7	
4312.3	101.6	
4375.2	101.5	
4439.0	101.4	
4503.7	101.3	
4569.4	101.1	
4636.0	101.0	
4703.6	100.8	
4772.2	100.7	
4841.7	100.5	
4912.3	100.3	
4984.0	100.1	
5056.6	99.9	
5130.3	99.7	
5205.1	99.5	
5281.0	99.3	
5358.0	99.1	
5436.1	98.8	
5515.4	98.6	
5595.8	98.3	
5677.4	98.0	
5760.1	97.8	
5844.1	97.5	
5929.3	97.3	
6015.8	97.1	
6103.5	96.9	
6192.5	96.7	
6282.7	96.6	
6374.3	96.4	
6467.3	96.3	
6561.6	96.2	
6657.2	96.1	
6754.3	96.1	
6852.8	96.0	
6952.7	96.0	
7054.0	96.1	
7156.9	96.2	
7261.2	96.4	
7367.1	96.7	
7474.5	97.0	
7583.5	97.4	
7694.0	97.9	
7806.2	98.4	
7920.0	99.0	
8035.5	99.7	
8152.6	100.5	
8271.5	101.3	
8392.1	101.9	
8514.4	102.2	
8638.6	102.0	
8764.5	101.4	
8892.3	100.3	
9021.9	99.1	
9153.5	97.9	
9286.9	96.7	
9422.3	95.6	
9559.7	94.6	
9699.1	93.6	
9840.5	92.8	
9983.9	92.1	
10129.5	91.5	
10277.2	90.9	
10427.0	90.5	
10579.0	90.2	
10733.3	89.9	
10889.7	89.7	
11048.5	89.6	
11209.6	89.7	
11373.0	89.8	
11538.8	90.1	
11707.1	90.6	
11877.7	91.1	
12050.9	88.7	
12226.6	87.2	
12404.9	89.6	
12585.7	91.1	
12769.2	92.4	
12955.4	93.5	
13144.3	94.3	
13335.9	94.7	
13530.3	94.4	
13727.6	93.6	
13927.7	92.6	
14130.8	91.6	
14336.8	90.7	
14545.8	90.0	
14757.9	89.4	
14973.0	88.9	
15191.3	88.6	
15412.8	88.5	
15637.5	88.5	
15865.5	88.6	
16096.8	88.9	
16331.5	89.3	
16569.6	89.5	
16811.2	89.5	
17056.3	88.9	
17304.9	87.8	
17557.2	86.5	
17813.2	85.2	
18072.9	83.9	
18336.4	82.9	
18603.7	82.4	
18875.0	81.9	
19150.1	81.7	
19429.3	81.4	
19712.6	80.3	
20000.0	78.0	
