Frequency	dB	Unweighted
2875.4	102.3	
2917.4	102.3	
2959.9	102.3	
3003.1	102.3	
3046.8	102.2	
3091.3	102.2	
3136.3	102.1	
3182.1	102.1	
3228.4	102.0	
3275.5	101.9	
3323.3	101.8	
3371.7	101.6	
3420.9	101.4	
3470.8	101.3	
3521.4	101.1	
3572.7	100.9	
3624.8	100.8	
3677.6	100.6	
3731.2	100.5	
3785.6	100.3	
3840.8	100.1	
3896.8	100.0	
3953.6	99.9	
4011.3	99.7	
4069.8	99.6	
4129.1	99.5	
4189.3	99.4	
4250.4	99.3	
4312.3	99.2	
4375.2	99.1	
4439.0	99.0	
4503.7	98.9	
4569.4	98.8	
4636.0	98.7	
4703.6	98.5	
4772.2	98.4	
4841.7	98.2	
4912.3	98.1	
4984.0	97.9	
5056.6	97.8	
5130.3	97.6	
5205.1	97.5	
5281.0	97.3	
5358.0	97.2	
5436.1	97.0	
5515.4	96.8	
5595.8	96.6	
5677.4	96.4	
5760.1	96.2	
5844.1	96.0	
5929.3	95.7	
6015.8	95.5	
6103.5	95.2	
6192.5	95.0	
6282.7	94.8	
6374.3	94.6	
6467.3	94.4	
6561.6	94.3	
6657.2	94.3	
6754.3	94.2	
6852.8	94.3	
6952.7	94.4	
7054.0	94.6	
7156.9	94.8	
7261.2	95.2	
7367.1	95.7	
7474.5	96.3	
7583.5	97.0	
7694.0	97.8	
7806.2	98.7	
7920.0	99.4	
8035.5	99.8	
8152.6	99.7	
8271.5	99.1	
8392.1	98.2	
8514.4	97.1	
8638.6	96.1	
8764.5	95.1	
8892.3	94.3	
9021.9	93.5	
9153.5	93.0	
9286.9	92.6	
9422.3	92.4	
9559.7	92.4	
9699.1	92.5	
9840.5	92.8	
9983.9	93.2	
10129.5	93.5	
10277.2	93.7	
10427.0	93.8	
10579.0	93.9	
10733.3	93.8	
10889.7	93.6	
11048.5	93.4	
11209.6	93.1	
11373.0	92.9	
11538.8	92.6	
11707.1	92.2	
11877.7	91.6	
12050.9	90.9	
12226.6	90.3	
12404.9	89.6	
12585.7	89.0	
12769.2	88.5	
12955.4	88.2	
13144.3	88.1	
13335.9	88.2	
13530.3	88.7	
13727.6	89.5	
13927.7	90.5	
14130.8	91.8	
14336.8	93.3	
14545.8	94.8	
14757.9	96.3	
14973.0	97.2	
15191.3	97.4	
15412.8	97.1	
15637.5	96.4	
15865.5	95.5	
16096.8	94.6	
16331.5	94.0	
16569.6	93.5	
16811.2	92.8	
17056.3	91.6	
17304.9	90.2	
17557.2	89.1	
17813.2	88.3	
18072.9	88.1	
18336.4	88.1	
18603.7	87.5	
18875.0	86.7	
19150.1	86.4	
19429.3	85.4	
19712.6	83.5	
20000.0	81.2	
