Frequency	dB	Unweighted
2875.4	101.7	
2917.4	101.8	
2959.9	101.8	
3003.1	101.9	
3046.8	101.9	
3091.3	101.9	
3136.3	101.9	
3182.1	101.8	
3228.4	101.7	
3275.5	101.6	
3323.3	101.5	
3371.7	101.4	
3420.9	101.3	
3470.8	101.1	
3521.4	100.9	
3572.7	100.7	
3624.8	100.5	
3677.6	100.3	
3731.2	100.0	
3785.6	99.8	
3840.8	99.5	
3896.8	99.2	
3953.6	98.9	
4011.3	98.7	
4069.8	98.4	
4129.1	98.1	
4189.3	97.9	
4250.4	97.6	
4312.3	97.4	
4375.2	97.2	
4439.0	97.0	
4503.7	96.8	
4569.4	96.7	
4636.0	96.5	
4703.6	96.3	
4772.2	96.1	
4841.7	95.9	
4912.3	95.8	
4984.0	95.8	
5056.6	95.8	
5130.3	95.9	
5205.1	95.9	
5281.0	95.9	
5358.0	96.0	
5436.1	96.0	
5515.4	96.0	
5595.8	96.0	
5677.4	96.0	
5760.1	95.9	
5844.1	95.8	
5929.3	95.8	
6015.8	95.7	
6103.5	95.7	
6192.5	95.8	
6282.7	95.9	
6374.3	96.1	
6467.3	96.3	
6561.6	96.5	
6657.2	96.8	
6754.3	97.0	
6852.8	97.3	
6952.7	97.6	
7054.0	97.9	
7156.9	98.2	
7261.2	98.5	
7367.1	98.8	
7474.5	99.1	
7583.5	99.4	
7694.0	99.7	
7806.2	100.0	
7920.0	100.4	
8035.5	100.8	
8152.6	101.1	
8271.5	100.9	
8392.1	100.2	
8514.4	99.1	
8638.6	97.8	
8764.5	96.5	
8892.3	95.4	
9021.9	94.4	
9153.5	93.5	
9286.9	92.8	
9422.3	92.1	
9559.7	91.6	
9699.1	91.2	
9840.5	90.9	
9983.9	90.7	
10129.5	90.5	
10277.2	90.5	
10427.0	90.5	
10579.0	90.6	
10733.3	90.9	
10889.7	91.3	
11048.5	91.9	
11209.6	92.6	
11373.0	93.5	
11538.8	94.7	
11707.1	95.8	
11877.7	95.5	
12050.9	91.6	
12226.6	92.7	
12404.9	97.1	
12585.7	100.1	
12769.2	99.9	
12955.4	97.7	
13144.3	95.3	
13335.9	93.4	
13530.3	91.8	
13727.6	90.5	
13927.7	89.4	
14130.8	88.5	
14336.8	87.7	
14545.8	87.1	
14757.9	86.5	
14973.0	86.1	
15191.3	85.9	
15412.8	85.6	
15637.5	85.5	
15865.5	85.7	
16096.8	86.0	
16331.5	86.5	
16569.6	87.2	
16811.2	87.9	
17056.3	88.2	
17304.9	87.6	
17557.2	85.9	
17813.2	83.5	
18072.9	80.9	
18336.4	78.3	
18603.7	76.0	
18875.0	73.8	
19150.1	71.8	
19429.3	70.0	
19712.6	68.1	
20000.0	66.1	
